datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016-12-30 18:00:00,226.0,314.0,20.0,152.0,3800.0,2.0,0.0,1023.6,-6.6,0.0,1.4
2016-12-30 19:00:00,353.0,394.0,16.0,146.0,4000.0,2.0,-1.7,1023.3,-7.0,0.0,0.6
2016-12-30 20:00:00,346.0,368.0,14.0,133.0,3600.0,2.0,-2.9,1023.8,-6.9,0.0,0.8
2016-12-30 21:00:00,316.0,322.0,14.0,135.0,4100.0,2.0,-3.3,1023.8,-6.6,0.0,0.6
2016-12-30 22:00:00,298.0,326.0,16.0,137.0,4500.0,2.0,-3.6,1023.9,-6.9,0.0,0.6
2016-12-30 23:00:00,311.0,338.0,16.0,137.0,4700.0,2.0,-4.6,1023.8,-7.4,0.0,0.7
2016-12-31 00:00:00,331.0,359.0,17.0,144.0,5100.0,3.0,-5.0,1023.8,-7.9,0.0,1.0
2016-12-31 01:00:00,344.0,374.0,22.0,157.0,5600.0,4.0,-5.7,1023.5,-8.1,0.0,1.1
2016-12-31 02:00:00,335.0,335.0,28.0,141.0,5700.0,6.0,-5.8,1023.6,-8.1,0.0,1.1
2016-12-31 03:00:00,309.0,311.0,28.0,127.0,5600.0,6.0,-5.8,1023.6,-8.5,0.0,0.9
2016-12-31 04:00:00,316.0,322.0,20.0,124.0,5600.0,15.0,-6.5,1023.2,-8.8,0.0,1.0
2016-12-31 05:00:00,294.0,294.0,15.0,113.0,4700.0,5.0,-5.8,1023.1,-8.5,0.0,1.3
2016-12-31 06:00:00,207.0,207.0,14.0,104.0,3000.0,2.0,-6.1,1023.1,-9.5,0.0,1.0
2016-12-31 07:00:00,156.0,156.0,13.0,93.0,2400.0,2.0,-6.3,1023.7,-9.7,0.0,0.2
2016-12-31 08:00:00,163.0,173.0,8.0,95.0,2600.0,2.0,-6.5,1024.0,-10.0,0.0,0.3
2016-12-31 09:00:00,233.0,254.0,21.0,118.0,4800.0,5.0,-4.5,1024.6,-9.1,0.0,0.5
2016-12-31 10:00:00,170.0,170.0,22.0,83.0,2700.0,8.0,-2.4,1024.5,-10.2,0.0,1.4
2016-12-31 11:00:00,117.0,122.0,21.0,69.0,1900.0,13.0,-0.2,1024.1,-10.7,0.0,0.6
2016-12-31 12:00:00,153.0,174.0,26.0,89.0,2500.0,15.0,1.2,1023.2,-10.3,0.0,1.1
2016-12-31 13:00:00,185.0,190.0,27.0,102.0,2700.0,16.0,2.7,1022.2,-9.6,0.0,0.6
2016-12-31 14:00:00,214.0,263.0,27.0,135.0,3500.0,14.0,3.8,1021.9,-8.9,0.0,1.0
2016-12-31 15:00:00,379.0,440.0,25.0,218.0,6000.0,7.0,3.9,1021.5,-6.1,0.0,1.4
2016-12-31 16:00:00,380.0,391.0,26.0,211.0,5300.0,5.0,2.8,1021.5,-6.6,0.0,0.7
2016-12-31 17:00:00,422.0,482.0,20.0,217.0,5900.0,4.0,1.2,1021.4,-5.5,0.0,1.1
2016-12-31 18:00:00,422.0,422.0,15.0,203.0,5200.0,2.0,-1.3,1021.9,-6.5,0.0,0.6
2016-12-31 19:00:00,381.0,395.0,12.0,184.0,4900.0,4.0,-1.9,1022.0,-6.1,0.0,0.9
2016-12-31 20:00:00,385.0,402.0,11.0,181.0,5300.0,3.0,-2.5,1022.4,-5.5,0.0,0.7
2016-12-31 21:00:00,409.0,444.0,9.0,163.0,5300.0,3.0,-3.0,1022.1,-5.3,0.0,0.9
2016-12-31 22:00:00,451.0,483.0,9.0,147.0,5000.0,3.0,-3.0,1022.7,-5.0,0.0,0.1
2016-12-31 23:00:00,472.0,504.0,9.0,140.0,5400.0,3.0,-4.0,1022.6,-5.7,0.0,0.9
2017-01-01 00:00:00,485.0,496.0,8.0,121.0,6100.0,4.0,-4.7,1022.1,-6.1,0.0,1.0
2017-01-01 01:00:00,477.0,497.0,7.0,113.0,6300.0,4.0,-5.2,1022.3,-6.4,0.0,0.7
2017-01-01 02:00:00,454.0,469.0,7.0,111.0,6200.0,4.0,-5.4,1022.5,-6.5,0.0,1.1
2017-01-01 03:00:00,418.0,425.0,6.0,109.0,5900.0,3.0,-5.2,1022.5,-6.2,0.0,1.1
2017-01-01 04:00:00,438.0,468.0,10.0,123.0,7700.0,16.0,-5.0,1021.9,-5.8,0.0,1.0
2017-01-01 05:00:00,453.0,462.0,10.0,107.0,7600.0,4.0,-4.6,1021.3,-5.4,0.0,0.8
2017-01-01 06:00:00,433.0,481.0,9.0,104.0,7200.0,3.0,-4.5,1021.5,-5.5,0.0,1.2
2017-01-01 07:00:00,416.0,462.0,7.0,108.0,6700.0,3.0,-4.7,1021.9,-5.7,0.0,1.0
2017-01-01 08:00:00,421.0,468.0,7.0,118.0,6800.0,3.0,-4.8,1022.3,-5.6,0.0,0.9
2017-01-01 09:00:00,424.0,434.0,7.0,125.0,6400.0,3.0,-4.8,1022.6,-5.6,0.0,1.0
2017-01-01 10:00:00,413.0,415.0,7.0,135.0,6100.0,16.0,-4.1,1022.8,-5.1,0.0,0.9
2017-01-01 11:00:00,425.0,425.0,8.0,141.0,5500.0,5.0,-1.9,1022.0,-4.4,0.0,0.9
2017-01-01 12:00:00,381.0,381.0,11.0,151.0,5100.0,7.0,0.7,1020.9,-4.0,0.0,0.9
2017-01-01 13:00:00,466.0,471.0,14.0,188.0,6400.0,7.0,1.1,1020.1,-3.4,0.0,1.3
2017-01-01 14:00:00,542.0,542.0,14.0,217.0,7600.0,7.0,1.3,1019.3,-3.6,0.0,1.5
2017-01-01 15:00:00,568.0,572.0,12.0,215.0,7400.0,5.0,0.7,1019.1,-3.8,0.0,1.7
2017-01-01 16:00:00,568.0,578.0,10.0,212.0,7400.0,7.0,-0.2,1019.2,-3.9,0.0,2.1
2017-01-01 17:00:00,543.0,543.0,9.0,197.0,7300.0,2.0,-1.0,1018.8,-4.4,0.0,1.1
2017-01-01 18:00:00,522.0,527.0,8.0,193.0,7400.0,2.0,-1.3,1019.1,-4.1,0.0,1.0
2017-01-01 19:00:00,487.0,498.0,8.0,182.0,7200.0,2.0,-1.3,1019.6,-4.1,0.0,1.1
2017-01-01 20:00:00,475.0,489.0,8.0,177.0,7300.0,3.0,-2.6,1020.2,-4.6,0.0,1.5
2017-01-01 21:00:00,459.0,491.0,8.0,168.0,7400.0,3.0,-3.4,1020.5,-5.1,0.0,0.8
2017-01-01 22:00:00,453.0,467.0,9.0,156.0,7200.0,3.0,-3.8,1021.0,-5.2,0.0,0.6
2017-01-01 23:00:00,417.0,443.0,8.0,143.0,6800.0,2.0,-4.8,1021.2,-6.2,0.0,1.1
2017-01-02 00:00:00,395.0,467.0,8.0,141.0,6900.0,3.0,-4.8,1020.9,-5.9,0.0,1.4
2017-01-02 01:00:00,420.0,484.0,9.0,139.0,7400.0,3.0,-5.8,1020.7,-7.0,0.0,0.7
2017-01-02 02:00:00,453.0,520.0,9.0,157.0,7600.0,4.0,-6.1,1021.3,-7.3,0.0,0.6
2017-01-02 03:00:00,429.0,429.0,9.0,141.0,6500.0,3.0,-5.0,1021.5,-6.4,0.0,0.3
2017-01-02 04:00:00,211.0,211.0,11.0,110.0,3300.0,7.0,-6.1,1021.3,-7.8,0.0,0.2
2017-01-02 05:00:00,116.0,116.0,13.0,87.0,2200.0,4.0,-3.8,1021.0,-7.2,0.0,1.4
2017-01-02 06:00:00,51.0,51.0,14.0,58.0,1300.0,26.0,-3.1,1021.4,-8.4,0.0,0.5
2017-01-02 07:00:00,38.0,38.0,14.0,55.0,1100.0,28.0,-3.5,1021.9,-8.6,0.0,0.5
2017-01-02 08:00:00,21.0,21.0,16.0,40.0,700.0,42.0,-3.4,1022.4,-9.0,0.0,1.7
2017-01-02 09:00:00,16.0,16.0,18.0,40.0,800.0,44.0,3.2,1023.0,-10.8,0.0,1.7
2017-01-02 10:00:00,23.0,23.0,17.0,42.0,700.0,45.0,5.6,1023.5,-9.4,0.0,1.3
2017-01-02 11:00:00,18.0,18.0,14.0,30.0,600.0,59.0,6.9,1023.1,-12.3,0.0,2.8
2017-01-02 12:00:00,58.0,247.0,12.0,76.0,2400.0,46.0,4.9,1022.8,-7.3,0.0,2.8
2017-01-02 13:00:00,176.0,176.0,17.0,99.0,3000.0,42.0,6.7,1021.8,-8.5,0.0,2.3
2017-01-02 14:00:00,109.0,211.0,14.0,86.0,2600.0,58.0,8.2,1021.0,-7.5,0.0,1.7
2017-01-02 15:00:00,267.0,267.0,19.0,125.0,4200.0,53.0,6.3,1020.6,-4.8,0.0,1.9
2017-01-02 16:00:00,260.0,260.0,18.0,115.0,3900.0,56.0,5.3,1020.8,-6.9,0.0,2.2
2017-01-02 17:00:00,212.0,212.0,14.0,112.0,3600.0,50.0,3.6,1020.8,-7.5,0.0,1.9
2017-01-02 18:00:00,183.0,183.0,14.0,111.0,3000.0,33.0,3.5,1021.1,-9.5,0.0,2.0
2017-01-02 19:00:00,136.0,136.0,14.0,89.0,2300.0,41.0,2.9,1021.2,-9.1,0.0,2.3
2017-01-02 20:00:00,137.0,137.0,13.0,89.0,2200.0,35.0,2.9,1021.1,-9.4,0.0,2.1
2017-01-02 21:00:00,125.0,125.0,13.0,90.0,2100.0,28.0,-0.6,1020.8,-9.3,0.0,0.2
2017-01-02 22:00:00,153.0,153.0,14.0,108.0,2500.0,13.0,-1.6,1020.7,-7.9,0.0,0.8
2017-01-02 23:00:00,165.0,165.0,14.0,126.0,3100.0,2.0,-2.3,1020.5,-7.2,0.0,0.7
2017-01-03 00:00:00,225.0,225.0,23.0,148.0,4900.0,4.0,-3.4,1020.2,-7.0,0.0,0.8
2017-01-03 01:00:00,275.0,275.0,28.0,158.0,6400.0,7.0,-3.6,1019.8,-6.6,0.0,0.8
2017-01-03 02:00:00,293.0,293.0,17.0,155.0,6400.0,5.0,-4.5,1019.7,-7.1,0.0,0.9
2017-01-03 03:00:00,293.0,293.0,16.0,153.0,6200.0,5.0,-4.8,1019.7,-7.1,0.0,0.9
2017-01-03 04:00:00,287.0,287.0,15.0,149.0,6300.0,59.0,-5.3,1019.3,-7.4,0.0,0.7
2017-01-03 05:00:00,305.0,305.0,13.0,149.0,6000.0,4.0,-4.9,1018.5,-6.9,0.0,0.5
2017-01-03 06:00:00,304.0,304.0,12.0,148.0,5800.0,3.0,-4.7,1018.3,-6.7,0.0,0.3
2017-01-03 07:00:00,266.0,266.0,12.0,139.0,5700.0,3.0,-4.5,1018.7,-6.5,0.0,0.4
2017-01-03 08:00:00,240.0,240.0,17.0,132.0,5700.0,3.0,-5.4,1019.0,-7.1,0.0,1.1
2017-01-03 09:00:00,237.0,237.0,29.0,131.0,6500.0,4.0,-2.5,1019.5,-6.0,0.0,0.6
2017-01-03 10:00:00,232.0,232.0,32.0,117.0,5400.0,7.0,1.0,1019.6,-5.5,0.0,0.4
2017-01-03 11:00:00,155.0,155.0,27.0,88.0,3100.0,19.0,3.0,1019.2,-8.4,0.0,1.0
2017-01-03 12:00:00,167.0,167.0,31.0,98.0,3200.0,25.0,5.3,1018.0,-7.9,0.0,0.9
2017-01-03 13:00:00,170.0,170.0,28.0,100.0,3000.0,35.0,6.9,1016.9,-7.5,0.0,1.0
2017-01-03 14:00:00,179.0,179.0,27.0,127.0,3400.0,26.0,8.7,1016.1,-5.9,0.0,0.9
2017-01-03 15:00:00,244.0,244.0,28.0,183.0,4700.0,15.0,7.2,1016.2,-3.4,0.0,1.5
2017-01-03 16:00:00,296.0,334.0,26.0,190.0,5100.0,16.0,6.1,1016.4,-3.8,0.0,1.1
2017-01-03 17:00:00,295.0,295.0,27.0,2.0,4600.0,41.0,2.8,1017.0,-4.2,0.0,0.9
2017-01-03 19:00:00,397.0,420.0,20.0,199.0,7000.0,3.0,0.5,1018.8,-4.2,0.0,1.2
2017-01-03 20:00:00,437.0,448.0,16.0,199.0,7500.0,2.0,-0.8,1019.4,-4.2,0.0,0.1
2017-01-03 21:00:00,464.0,486.0,13.0,195.0,7700.0,2.0,-1.6,1019.5,-4.1,0.0,0.9
2017-01-03 22:00:00,483.0,483.0,12.0,200.0,8200.0,3.0,-2.1,1020.1,-4.0,0.0,0.9
2017-01-03 23:00:00,447.0,476.0,11.0,196.0,8700.0,3.0,-2.4,1020.4,-3.8,0.0,1.1
2017-01-04 00:00:00,440.0,493.0,10.0,188.0,8900.0,2.0,-2.9,1020.7,-4.2,0.0,0.1
2017-01-04 01:00:00,463.0,502.0,9.0,190.0,8600.0,2.0,-3.5,1020.8,-4.6,0.0,0.8
2017-01-04 02:00:00,467.0,467.0,9.0,179.0,8600.0,35.0,-3.2,1020.9,-4.2,0.0,1.2
2017-01-04 03:00:00,463.0,504.0,11.0,193.0,9600.0,2.0,-4.2,1021.1,-5.3,0.0,0.9
2017-01-04 04:00:00,473.0,539.0,11.0,195.0,9700.0,35.0,-4.3,1021.2,-5.3,0.0,0.7
2017-01-04 05:00:00,488.0,561.0,10.0,180.0,9900.0,3.0,-4.5,1021.0,-5.5,0.0,0.0
2017-01-04 07:00:00,392.0,392.0,12.0,158.0,7500.0,2.0,-4.8,1021.4,-5.8,0.0,1.2
2017-01-04 08:00:00,338.0,338.0,15.0,149.0,7200.0,2.0,-4.5,1022.0,-5.5,0.0,0.4
2017-01-04 09:00:00,338.0,342.0,14.0,156.0,7300.0,3.0,-2.9,1022.5,-4.2,0.0,0.7
2017-01-04 10:00:00,441.0,469.0,18.0,208.0,9200.0,4.0,0.0,1022.8,-3.0,0.0,1.2
2017-01-04 11:00:00,333.0,333.0,27.0,154.0,5600.0,9.0,1.8,1022.9,-6.1,0.0,1.8
2017-01-04 12:00:00,167.0,167.0,30.0,107.0,3400.0,17.0,3.6,1021.9,-5.4,0.0,1.7
2017-01-04 13:00:00,216.0,216.0,31.0,131.0,4000.0,27.0,4.9,1021.6,-5.2,0.0,1.4
2017-01-04 14:00:00,291.0,291.0,31.0,167.0,4900.0,23.0,5.4,1020.9,-5.3,0.0,1.9
2017-01-04 15:00:00,325.0,331.0,37.0,179.0,6100.0,20.0,5.8,1020.7,-4.7,0.0,1.7
2017-01-04 16:00:00,367.0,367.0,43.0,179.0,7100.0,16.0,5.2,1020.8,-4.7,0.0,1.3
2017-01-04 17:00:00,322.0,322.0,40.0,179.0,6800.0,7.0,1.9,1021.5,-4.6,0.0,0.7
2017-01-04 18:00:00,298.0,298.0,29.0,175.0,6600.0,2.0,2.0,1022.0,-3.1,0.0,1.0
2017-01-04 19:00:00,304.0,304.0,26.0,176.0,6800.0,2.0,0.8,1022.6,-3.1,0.0,1.1
2017-01-04 20:00:00,346.0,346.0,18.0,186.0,8000.0,2.0,-0.6,1023.2,-3.5,0.0,1.4
2017-01-04 21:00:00,356.0,356.0,14.0,180.0,8300.0,2.0,-1.0,1023.8,-3.2,0.0,1.6
2017-01-04 22:00:00,380.0,380.0,10.0,164.0,9100.0,2.0,-1.5,1024.1,-2.5,0.0,2.4
2017-01-04 23:00:00,328.0,328.0,8.0,134.0,8400.0,2.0,-1.4,1024.7,-2.2,0.0,1.6
2017-01-05 00:00:00,203.0,203.0,7.0,114.0,7200.0,2.0,-1.0,1025.0,-1.7,0.0,2.8
2017-01-05 01:00:00,168.0,168.0,9.0,112.0,7100.0,2.0,-1.0,1025.2,-1.8,0.0,0.7
2017-01-05 02:00:00,159.0,159.0,5.0,114.0,5700.0,2.0,-0.6,1025.4,-1.7,0.0,1.0
2017-01-05 03:00:00,168.0,168.0,5.0,114.0,4800.0,2.0,0.1,1025.8,-1.3,0.0,0.9
2017-01-05 04:00:00,175.0,175.0,6.0,114.0,4800.0,27.0,0.3,1025.7,-1.3,0.0,1.4
2017-01-05 05:00:00,256.0,360.0,6.0,126.0,7400.0,2.0,0.5,1025.9,-1.1,0.0,2.2
2017-01-05 06:00:00,336.0,401.0,6.0,133.0,8700.0,2.0,0.1,1026.4,-1.5,0.0,1.2
2017-01-05 07:00:00,284.0,324.0,7.0,132.0,8200.0,2.0,0.4,1026.7,-1.4,0.0,1.4
2017-01-05 08:00:00,275.0,275.0,9.0,133.0,7900.0,2.0,0.4,1027.6,-1.5,0.0,1.4
2017-01-05 09:00:00,271.0,271.0,11.0,135.0,7700.0,2.0,0.5,1028.2,-1.6,0.0,1.2
2017-01-05 10:00:00,276.0,276.0,12.0,134.0,7600.0,2.0,1.0,1028.7,-1.6,0.0,1.3
2017-01-05 11:00:00,267.0,267.0,11.0,132.0,7400.0,2.0,1.8,1028.5,-1.1,0.0,0.4
2017-01-05 12:00:00,249.0,249.0,11.0,129.0,7000.0,2.0,2.8,1027.6,-1.6,0.0,0.9
2017-01-05 13:00:00,239.0,239.0,12.0,121.0,6000.0,3.0,3.3,1026.7,-2.2,0.0,1.2
2017-01-05 14:00:00,223.0,223.0,13.0,112.0,5300.0,20.0,3.8,1026.0,-3.7,0.0,1.2
2017-01-05 15:00:00,206.0,206.0,15.0,105.0,4500.0,16.0,3.5,1026.1,-4.0,0.0,1.2
2017-01-05 16:00:00,162.0,162.0,20.0,96.0,3800.0,13.0,3.4,1026.3,-4.1,0.0,0.7
2017-01-05 17:00:00,184.0,184.0,21.0,110.0,4100.0,3.0,3.1,1026.1,-3.7,0.0,0.9
2017-01-05 18:00:00,183.0,183.0,21.0,119.0,4100.0,2.0,1.9,1026.6,-3.6,0.0,0.6
2017-01-05 19:00:00,191.0,199.0,20.0,122.0,4500.0,2.0,2.2,1026.6,-3.7,0.0,1.5
2017-01-05 20:00:00,219.0,219.0,17.0,126.0,5200.0,2.0,0.7,1026.4,-3.8,0.0,1.1
2017-01-05 21:00:00,199.0,199.0,16.0,122.0,4700.0,2.0,-0.4,1026.3,-4.3,0.0,0.7
2017-01-05 22:00:00,180.0,180.0,15.0,116.0,4400.0,2.0,-1.5,1026.4,-4.7,0.0,0.2
2017-01-05 23:00:00,184.0,184.0,12.0,116.0,4900.0,2.0,-2.1,1026.2,-4.9,0.0,0.6
2017-01-06 00:00:00,184.0,184.0,10.0,111.0,5300.0,2.0,-2.3,1025.9,-4.5,0.0,0.2
2017-01-06 01:00:00,184.0,184.0,10.0,111.0,500.0,2.0,-2.9,1025.3,-4.9,0.0,0.2
2017-01-06 02:00:00,176.0,176.0,12.0,103.0,4600.0,2.0,-2.1,1025.2,-3.8,0.0,0.2
2017-01-06 03:00:00,159.0,159.0,14.0,98.0,3800.0,2.0,-1.3,1025.1,-3.8,0.0,0.0
2017-01-06 04:00:00,158.0,158.0,18.0,100.0,3900.0,13.0,-2.7,1024.6,-4.6,0.0,1.2
2017-01-06 05:00:00,171.0,171.0,20.0,101.0,4300.0,2.0,-2.8,1024.4,-4.2,0.0,1.3
2017-01-06 06:00:00,169.0,169.0,20.0,100.0,4500.0,2.0,-2.8,1024.3,-3.9,0.0,0.3
2017-01-06 07:00:00,177.0,177.0,24.0,94.0,4500.0,2.0,-2.1,1024.5,-3.2,0.0,0.0
2017-01-06 08:00:00,170.0,170.0,26.0,94.0,4200.0,2.0,-2.0,1024.6,-3.3,0.0,0.7
2017-01-06 09:00:00,175.0,175.0,30.0,97.0,4900.0,2.0,-0.2,1024.9,-2.4,0.0,1.1
2017-01-06 10:00:00,211.0,211.0,31.0,105.0,5700.0,2.0,1.1,1024.9,-2.8,0.0,0.9
2017-01-06 11:00:00,216.0,216.0,29.0,101.0,4900.0,6.0,2.6,1024.6,-3.3,0.0,1.2
2017-01-06 12:00:00,193.0,193.0,29.0,92.0,400.0,16.0,3.5,1023.4,-3.3,0.0,2.0
2017-01-06 13:00:00,188.0,188.0,31.0,88.0,3800.0,25.0,4.0,1022.1,-3.3,0.0,2.0
2017-01-06 14:00:00,200.0,200.0,33.0,113.0,4100.0,16.0,4.5,1021.3,-3.3,0.0,1.3
2017-01-06 15:00:00,214.0,214.0,31.0,130.0,4300.0,10.0,4.9,1020.8,-3.2,0.0,0.5
2017-01-06 16:00:00,215.0,215.0,27.0,131.0,2700.0,5.0,4.2,1020.6,-3.3,0.0,1.2
2017-01-06 17:00:00,221.0,221.0,21.0,139.0,4200.0,2.0,3.0,1020.7,-3.4,0.0,1.3
2017-01-06 18:00:00,211.0,211.0,17.0,140.0,4300.0,2.0,0.7,1021.1,-3.4,0.0,0.7
2017-01-06 19:00:00,217.0,217.0,17.0,146.0,4400.0,2.0,1.0,1021.3,-2.9,0.0,0.0
2017-01-06 20:00:00,220.0,220.0,22.0,152.0,4200.0,2.0,1.5,1021.3,-2.8,0.0,0.6
2017-01-06 21:00:00,235.0,235.0,24.0,157.0,500.0,2.0,2.6,1021.2,-2.7,0.0,1.1
2017-01-06 22:00:00,239.0,239.0,25.0,153.0,4800.0,2.0,2.0,1021.0,-2.9,0.0,0.7
2017-01-06 23:00:00,235.0,235.0,31.0,126.0,4900.0,2.0,2.4,1020.9,-2.9,0.0,1.2
2017-01-07 00:00:00,241.0,241.0,38.0,123.0,5300.0,2.0,2.0,1020.5,-2.9,0.0,0.8
2017-01-07 01:00:00,239.0,239.0,45.0,120.0,5100.0,2.0,1.4,1020.2,-3.9,0.0,1.3
2017-01-07 02:00:00,224.0,224.0,39.0,116.0,500.0,2.0,1.2,1020.4,-3.7,0.0,0.9
2017-01-07 03:00:00,208.0,208.0,31.0,105.0,4400.0,2.0,0.8,1020.2,-3.3,0.0,1.2
2017-01-07 04:00:00,206.0,206.0,26.0,91.0,3800.0,25.0,0.7,1020.0,-3.4,0.0,0.6
2017-01-07 05:00:00,200.0,200.0,25.0,96.0,3900.0,2.0,1.0,1019.7,-3.5,0.0,0.7
2017-01-07 06:00:00,181.0,181.0,24.0,87.0,3300.0,2.0,0.8,1019.8,-3.0,0.0,0.8
2017-01-07 07:00:00,173.0,173.0,21.0,86.0,3500.0,2.0,0.9,1020.1,-3.4,0.0,0.5
2017-01-07 08:00:00,166.0,166.0,17.0,82.0,3400.0,2.0,1.5,1020.1,-3.2,0.0,0.9
2017-01-07 09:00:00,154.0,154.0,20.0,82.0,3100.0,2.0,2.0,1020.9,-3.5,0.0,2.0
2017-01-07 10:00:00,142.0,142.0,21.0,73.0,300.0,4.0,2.1,1021.2,-3.6,0.0,1.0
2017-01-07 11:00:00,167.0,167.0,24.0,77.0,3200.0,9.0,2.6,1021.1,-3.3,0.0,1.8
2017-01-07 12:00:00,196.0,196.0,24.0,83.0,3400.0,12.0,2.1,1020.2,-1.3,0.0,1.7
2017-01-07 13:00:00,184.0,184.0,17.0,75.0,300.0,15.0,1.7,1019.4,-0.2,0.0,1.7
2017-01-07 14:00:00,156.0,156.0,10.0,68.0,2600.0,11.0,1.7,1019.1,0.2,0.1,1.2
2017-01-07 15:00:00,115.0,115.0,8.0,65.0,2200.0,7.0,1.9,1019.2,0.4,0.0,1.1
2017-01-07 16:00:00,99.0,99.0,9.0,73.0,2100.0,2.0,2.2,1019.3,0.9,0.1,1.4
2017-01-07 17:00:00,95.0,95.0,8.0,67.0,1900.0,13.0,2.1,1019.6,0.8,0.0,1.5
2017-01-07 18:00:00,102.0,102.0,7.0,83.0,2100.0,3.0,1.9,1019.8,0.6,0.1,1.1
2017-01-07 19:00:00,96.0,96.0,6.0,71.0,1900.0,7.0,1.8,1020.4,0.3,0.0,0.1
2017-01-07 20:00:00,100.0,100.0,7.0,82.0,2200.0,2.0,1.8,1020.3,0.5,0.0,0.9
2017-01-07 21:00:00,111.0,111.0,7.0,83.0,2500.0,2.0,1.6,1020.3,0.1,0.0,0.6
2017-01-07 22:00:00,93.0,93.0,12.0,80.0,200.0,2.0,1.4,1020.4,-0.1,0.0,1.0
2017-01-07 23:00:00,78.0,78.0,18.0,77.0,1900.0,2.0,1.0,1020.1,-0.5,0.0,0.0
2017-01-08 00:00:00,66.0,66.0,18.0,79.0,200.0,2.0,2.6,1020.1,-4.6,0.0,1.7
2017-01-08 01:00:00,66.0,66.0,19.0,66.0,1300.0,6.0,2.8,1019.6,-8.0,0.0,1.5
2017-01-08 02:00:00,22.0,22.0,15.0,38.0,500.0,29.0,2.6,1019.5,-9.0,0.0,2.2
2017-01-08 03:00:00,23.0,23.0,12.0,41.0,400.0,25.0,2.1,1019.6,-9.5,0.0,1.8
2017-01-08 04:00:00,19.0,19.0,11.0,33.0,400.0,29.0,1.6,1019.2,-10.6,0.0,2.3
2017-01-08 05:00:00,24.0,24.0,10.0,34.0,400.0,33.0,1.7,1018.9,-10.2,0.0,2.5
2017-01-08 06:00:00,16.0,16.0,9.0,25.0,400.0,45.0,1.5,1018.8,-10.4,0.0,2.8
2017-01-08 07:00:00,15.0,15.0,9.0,25.0,400.0,46.0,1.6,1019.2,-10.3,0.0,3.8
2017-01-08 08:00:00,18.0,18.0,10.0,28.0,500.0,45.0,1.5,1019.5,-10.4,0.0,3.2
2017-01-08 09:00:00,20.0,20.0,12.0,29.0,500.0,45.0,1.9,1019.7,-10.6,0.0,4.3
2017-01-08 10:00:00,15.0,15.0,13.0,27.0,500.0,52.0,2.8,1019.6,-10.1,0.0,3.6
2017-01-08 11:00:00,22.0,22.0,15.0,25.0,500.0,57.0,3.8,1019.1,-10.3,0.0,3.9
2017-01-08 12:00:00,18.0,18.0,15.0,22.0,500.0,63.0,5.0,1017.9,-10.0,0.0,2.8
2017-01-08 13:00:00,28.0,28.0,12.0,20.0,500.0,68.0,6.1,1016.6,-9.8,0.0,2.4
2017-01-08 14:00:00,22.0,22.0,10.0,19.0,500.0,73.0,7.2,1015.6,-10.1,0.0,2.3
2017-01-08 15:00:00,17.0,17.0,9.0,19.0,400.0,75.0,7.4,1015.6,-10.4,0.0,3.3
2017-01-08 16:00:00,14.0,14.0,8.0,18.0,300.0,79.0,6.9,1015.9,-10.4,0.0,3.0
2017-01-08 17:00:00,13.0,13.0,8.0,23.0,300.0,75.0,5.9,1016.5,-10.4,0.0,2.0
2017-01-08 18:00:00,14.0,14.0,8.0,28.0,400.0,69.0,5.7,1016.8,-10.6,0.0,2.7
2017-01-08 19:00:00,15.0,15.0,10.0,41.0,500.0,53.0,5.4,1017.3,-11.3,0.0,2.9
2017-01-08 20:00:00,21.0,21.0,12.0,46.0,600.0,48.0,4.9,1018.2,-10.8,0.0,2.6
2017-01-08 21:00:00,15.0,15.0,11.0,39.0,500.0,50.0,3.8,1018.7,-11.0,0.0,2.5
2017-01-08 22:00:00,13.0,13.0,7.0,25.0,300.0,65.0,3.5,1019.6,-11.7,0.0,2.5
2017-01-08 23:00:00,10.0,10.0,7.0,27.0,300.0,59.0,2.7,1020.7,-11.6,0.0,3.2
2017-01-09 00:00:00,10.0,10.0,6.0,33.0,300.0,50.0,2.4,1021.4,-12.7,0.0,4.3
2017-01-09 01:00:00,8.0,8.0,5.0,33.0,200.0,45.0,1.6,1021.7,-13.4,0.0,4.2
2017-01-09 02:00:00,9.0,9.0,4.0,36.0,300.0,39.0,1.2,1022.7,-13.0,0.0,3.2
2017-01-09 03:00:00,11.0,11.0,5.0,32.0,300.0,42.0,0.6,1023.4,-13.1,0.0,3.5
2017-01-09 04:00:00,6.0,6.0,4.0,20.0,300.0,79.0,0.0,1023.8,-13.3,0.0,3.6
2017-01-09 05:00:00,6.0,6.0,4.0,28.0,200.0,49.0,-0.2,1024.1,-13.5,0.0,3.4
2017-01-09 06:00:00,10.0,10.0,3.0,27.0,300.0,50.0,-0.5,1024.1,-13.8,0.0,4.6
2017-01-09 07:00:00,11.0,11.0,3.0,30.0,300.0,45.0,-1.0,1024.7,-14.2,0.0,1.8
2017-01-09 08:00:00,9.0,9.0,6.0,35.0,400.0,39.0,-1.175,1024.75,-14.4,0.0,1.9
2017-01-09 09:00:00,16.0,16.0,6.0,28.0,400.0,47.0,-1.1,1025.0,-14.2,0.0,3.9
2017-01-09 10:00:00,13.0,13.0,7.0,23.0,500.0,54.0,-0.225,1025.0,-14.4,0.0,4.3
